"Country or Area","Year(s)","Value","Value Footnotes"
"United Republic of Tanzania","1991","25210",""
"United Republic of Tanzania","1990","22249",""
"United States of America","2012","9945",""
"United States of America","2011","10521",""
"United States of America","2010","11181",""
"United States of America","2009","11545",""
"United States of America","2008","12904",""
"United States of America","2007","13299",""
"United States of America","2006","13779",""
"United States of America","2005","14080",""
"United States of America","2004","14502",""
"United States of America","2003","14838",""
"United States of America","2002","15056",""
"United States of America","2001","15945",""
"United States of America","2000","16310",""
"United States of America","1999","17501",""
"United States of America","1998","18287",""
"United States of America","1997","19751",""
"United States of America","1996","21210",""
"United States of America","1995","22728",""
"United States of America","1994","24205",""
"United States of America","1993","25107",""
"United States of America","1992","26673",""
"United States of America","1991","26283",""
"United States of America","1990","25701",""
"Uruguay","2012","808",""
"Uruguay","2011","817",""
"Uruguay","2010","699",""
"Uruguay","2009","704",""
"Uruguay","2008","686",""
"Uruguay","2007","607",""
"Uruguay","2006","557",""
"Uruguay","2005","622",""
"Uruguay","2004","727",""
"Uruguay","2003","643",""
"Uruguay","2002","536",""
"Uruguay","2001","689",""
"Uruguay","2000","645",""
"Uruguay","1999","627",""
"Uruguay","1998","668",""
"Uruguay","1997","708",""
"Uruguay","1996","701",""
"Uruguay","1995","625",""
"Uruguay","1994","666",""
"Uruguay","1993","689",""
"Uruguay","1992","699",""
"Uruguay","1991","759",""
"Uruguay","1990","886",""
"Uzbekistan","2012","14832",""
"Uzbekistan","2011","15345",""
"Uzbekistan","2010","16883",""
"Uzbekistan","2009","19973",""
"Uzbekistan","2008","17176",""
"Uzbekistan","2007","19779",""
"Uzbekistan","2006","23900",""
"Uzbekistan","2005","21513",""
"Uzbekistan","2004","20289",""
"Uzbekistan","2003","24185",""
"Uzbekistan","2002","20588",""
"Uzbekistan","2001","17391",""
"Uzbekistan","2000","15750",""
"Uzbekistan","1999","15080",""
"Uzbekistan","1998","14558",""
"Uzbekistan","1997","13352",""
"Uzbekistan","1996","11919",""
"Uzbekistan","1995","9866",""
"Uzbekistan","1994","14890",""
"Uzbekistan","1993","9774",""
"Uzbekistan","1992","9370",""
"Uzbekistan","1990","9414",""
"Vanuatu","2012","125",""
"Vanuatu","2011","110",""
"Vanuatu","2010","116",""
"Vanuatu","2009","134",""
"Vanuatu","2008","103",""
"Vanuatu","2007","122",""
"Vanuatu","2006","130",""
"Vanuatu","2005","76",""
"Vanuatu","2004","115",""
"Vanuatu","2003","105",""
"Vanuatu","2002","101",""
"Vanuatu","2001","175",""
"Vanuatu","2000","152",""
"Vanuatu","1999","120",""
"Vanuatu","1998","178",""
"Vanuatu","1997","184",""
"Vanuatu","1996","126",""
"Vanuatu","1995","79",""
"Vanuatu","1994","152",""
"Vanuatu","1993","114",""
"Vanuatu","1992","193",""
"Vanuatu","1991","230",""
"Vanuatu","1990","140",""
"Venezuela (Bolivarian Republic of)","2012","6495",""
"Venezuela (Bolivarian Republic of)","2011","6282",""
"Venezuela (Bolivarian Republic of)","2010","6451",""
"Venezuela (Bolivarian Republic of)","2009","6474",""
"Venezuela (Bolivarian Republic of)","2008","6408",""
"Venezuela (Bolivarian Republic of)","2007","6456",""
"Venezuela (Bolivarian Republic of)","2006","6705",""
"Venezuela (Bolivarian Republic of)","2005","6847",""
"Venezuela (Bolivarian Republic of)","2004","6808",""
"Venezuela (Bolivarian Republic of)","2003","6734",""
"Venezuela (Bolivarian Republic of)","2002","6204",""
"Venezuela (Bolivarian Republic of)","2001","6251",""
"Venezuela (Bolivarian Republic of)","2000","6466",""
"Venezuela (Bolivarian Republic of)","1999","6598",""
"Venezuela (Bolivarian Republic of)","1998","6273",""
"Venezuela (Bolivarian Republic of)","1997","5984",""
"Venezuela (Bolivarian Republic of)","1996","5650",""
"Venezuela (Bolivarian Republic of)","1995","5578",""
"Venezuela (Bolivarian Republic of)","1994","4877",""
"Venezuela (Bolivarian Republic of)","1993","5169",""
"Venezuela (Bolivarian Republic of)","1992","5444",""
"Venezuela (Bolivarian Republic of)","1991","5216",""
"Venezuela (Bolivarian Republic of)","1990","5457",""
"Viet Nam","2012","102112",""
"Viet Nam","2011","98804",""
"Viet Nam","2010","97448",""
"Viet Nam","2009","96861",""
"Viet Nam","2008","97772",""
"Viet Nam","2007","97400",""
"Viet Nam","2006","97363",""
"Viet Nam","2005","94916",""
"Viet Nam","2004","98173",""
"Viet Nam","2003","92741",""
"Viet Nam","2002","95711",""
"Viet Nam","2001","90728",""
"Viet Nam","2000","89792",""
"Viet Nam","1999","88879",""
"Viet Nam","1998","87468",""
"Viet Nam","1997","77838",""
"Viet Nam","1996","74711",""
"Viet Nam","1995","55739",""
"Viet Nam","1994","51763",""
"Viet Nam","1993","52994",""
"Viet Nam","1992","56594",""
"Viet Nam","1991","59784",""
"Viet Nam","1990","50203",""
"Yemen","2012","9867",""
"Yemen","2011","8636",""
"Yemen","2010","8916",""
"Yemen","2009","8562",""
"Yemen","2008","8290",""
"Yemen","2007","8427",""
"Yemen","2006","8468",""
"Yemen","2005","9063",""
"Yemen","2004","10016",""
"Yemen","2003","10413",""
"Yemen","2002","11677",""
"Yemen","2001","13029",""
"Yemen","2000","13651",""
"Yemen","1999","13085",""
"Yemen","1998","12383",""
"Yemen","1997","12013",""
"Yemen","1996","14364",""
"Yemen","1995","14428",""
"Yemen","1994","11510",""
"Yemen","1993","11076",""
"Yemen","1992","10113",""
"Yemen","1991","6844",""
"Yemen","1990","4650",""
"Zambia","2012","40726",""
"Zambia","2011","43583",""
"Zambia","2010","44154",""
"Zambia","2009","44879",""
"Zambia","2008","43686",""
"Zambia","2007","46320",""
"Zambia","2006","47790",""
"Zambia","2005","49576",""
"Zambia","2004","54106",""
"Zambia","2003","57601",""
"Zambia","2002","54220",""
"Zambia","2001","46259",""
"Zambia","2000","49806",""
"Zambia","1999","45240",""
"Zambia","1996","40417",""
"Zambia","1995","35958",""
"Zambia","1994","35222",""
"Zambia","1993","30496",""
"Zambia","1992","25448",""
"Zambia","1991","23373",""
"Zambia","1990","16863",""
"Zimbabwe","2012","35760",""
"Zimbabwe","2011","38404",""
"Zimbabwe","2010","44209",""
"Zimbabwe","2009","42971",""
"Zimbabwe","2008","36650",""
"Zimbabwe","2007","40277",""
"Zimbabwe","2006","44328",""
"Zimbabwe","2005","50454",""
"Zimbabwe","2004","56162",""
"Zimbabwe","2003","57117",""
"Zimbabwe","2002","59170",""
"Zimbabwe","2001","56222",""
"Zimbabwe","2000","50855",""
"Zimbabwe","1999","50138",""
"Zimbabwe","1998","47077",""
"Zimbabwe","1997","43762",""
"Zimbabwe","1996","35735",""
"Zimbabwe","1995","30831",""
"Zimbabwe","1994","23959",""
"Zimbabwe","1993","20125",""
"Zimbabwe","1992","16237",""
"Zimbabwe","1991","11710",""
"Zimbabwe","1990","9132",""

